"","distribution","y"
"1",1.11937687057284,1.08382985679726
"2",0.967548133733577,0.96428422925796
"3",0.94830860442799,0.675943467855538
"4",1.02417671048096,1.1134887584155
"5",0.946427352496553,0.926927824794481
"6",1.0863547983107,1.20590104049144
"7",1.12009364637731,1.37926036233063
"8",0.833650427155625,0.869230789863024
"9",1.10959929787981,1.15935590168571
"10",1.02931008790762,1.03859913733163
"11",0.924605528200858,0.885992899859544
"12",1.12541556381549,1.13912657996833
"13",1.08615573607691,1.13870645264503
"14",1.04690187767597,1.22062091715543
"15",0.988438640183253,1.06019688635922
"16",0.994807114036341,0.972194765174201
"17",0.961249268427807,0.830409246484718
"18",1.07523973987456,0.954846946532843
"19",0.959863269169511,0.770943634282677
"20",1.03276426030545,1.00293300299208
"21",1.02776241065715,0.873413599837846
"22",1.11930144445071,1.27627227894352
"23",1.08798493336068,1.20171437910449
"24",1.00497790419906,0.828878721763942
"25",0.964550413314272,1.01454456956566
"26",1.08751335568765,0.957756673697767
"27",0.973073109826506,0.868024989165048
"28",0.986339962716661,0.947490602362169
"29",1.05990795145172,0.959776019058208
"30",0.988325981582325,0.808941489966569
"31",0.870191069839381,0.732698523819994
"32",0.977561748201155,1.11680500066085
"33",1.0750573715511,1.21386470237502
"34",0.994454063126652,0.973242584474574
"35",1.03073539373661,1.03920036922536
"36",0.94384961039108,1.0265563448998
"37",0.99805342195675,1.17143676723746
"38",0.944831566431769,0.866875210343528
"39",0.91663069547311,0.855498638710128
"40",0.92683284995221,0.840019534054758
"41",1.03292457243223,1.20352571880976
"42",1.01302199136088,1.02564016451405
"43",1.01859507626812,1.19974075088804
"44",0.90270954247321,0.792609885526036
"45",0.896325538224754,0.669843771842997
"46",1.15051632503815,1.3200258495565
"47",1.01113724888455,0.987792602103548
"48",0.986129214745639,0.888464771445331
"49",0.809028123520562,0.769411889458058
"50",1.05700133931273,1.08256168380283
"51",1.06593622364731,1.01263400454785
"52",0.991996466587953,0.984099156670104
"53",1.05609157178732,1.01331270568559
"54",1.01770438027058,1.116377714415
"55",1.01075161955592,1.25053249786955
"56",0.974241683549648,0.925610965246698
"57",0.870148323311413,0.752556639968171
"58",0.913384185202272,0.8345475006192
"59",0.958205816811718,0.924584637414018
"60",1.00263256156043,0.992330153595718
"61",1.00136205380906,1.05919772421211
"62",1.04578717975435,1.1243625296652
"63",0.978620293878936,0.852068574006268
"64",0.911922102182954,0.838675420621132
"65",1.00907757446301,1.05390761854958
"66",1.01405296679281,0.850599730679773
"67",0.981860784224533,1.00436487570213
"68",0.943253991905528,0.882146691544935
"69",0.972370195026374,0.784392118642093
"70",0.92301085506343,0.62391822528883
"71",1.06187585995405,1.11174618552682
"72",1.06305080771569,1.15781269082498
"73",0.945907918947236,1.05388681798406
"74",1.01199749114265,0.971789337897205
"75",0.916545556530424,0.898019507540398
"76",0.968173649494904,1.17075858060134
